2026-08-04T06:20:46Z	counterexample	Legacy V9L full-core runner accepted --help as an ignored argument, then reset its fixed historical evidence/cache and invalidated three canonical current outputs before functional cohorts began. V9L raw evidence bytes are not recoverable in place; V14E exact aggregate/result/log and V14M functional freeze remain independent immutable recovery sources. Keep current ARCH_STABLE GAP until a same-design V14R functional run publishes fresh evidence.	-
2026-08-04T06:20:53Z	hypothesis	Root cause is a mutable fixed-output historical script with no argument parser or ownership boundary: all direct invocations enter main and delete before preflight. Corrective contract is immutable explicit task-run output, safe help/no-arg behavior, fail-closed stage status, no direct historical replay, and current publication only after complete evidence validation.	-
2026-08-04T06:36:18Z	counterexample	Publication unit fixture rejected pre-marker strict path normalization before binding creation; fix uses repository-confined non-existing path normalization, preserving binding-last ordering.	-
2026-08-04T06:40:34Z	counterexample	NEMU isolation attempt using WORK_DIR changed the default include root and failed on isa-def.h. The corrected mechanism preserves NEMU source WORK_DIR and overrides only BUILD_DIR into the temporary root.	-
2026-08-04T06:43:29Z	evidence	Exact isolated NEMU reference and AM dummy image smoke PASS: source-tree config/build fingerprints unchanged, temporary products removed, reference=1, am_image=1.	-
2026-08-04T07:08:20Z	counterexample	Independent RTL evidence review found four GAPs: canonical publication preceded outer PASS; semantic-empty aggregate was accepted; AM libraries used source-tree archives; benchmark clean could remove source-tree build output.	.github/task-runs/2026-08-04-rv64-v14s-functional-runner-safe-entry/subagent-contracts/full-core-runner-independent-review-v2.json
2026-08-04T07:41:23Z	counterexample	V3 independent RV64 evidence review found four GAPs: execution verifier lacked an explicit PASS marker requirement; aggregate log semantics were not revalidated; mutation inventory was not exact; CoreMark and Dhrystone Makefile changes did not select the isolation gate.	.github/task-runs/2026-08-04-rv64-v14s-functional-runner-safe-entry/subagent-contracts/full-core-runner-independent-review-v3.json
2026-08-04T08:02:54Z	counterexample	V4 independent review found downstream current-evidence gaps: arch_stable_freeze bypassed publication binding/status and exact terminal/mutation semantics; module input closure and stage-marker uniqueness were incomplete; benchmark markers were descriptor-derived; NEMU/cpu-tests build entrypoints were absent from the C gate map.	.github/task-runs/2026-08-04-rv64-v14s-functional-runner-safe-entry/subagent-contracts/full-core-runner-independent-review-v4.json
2026-08-04T09:22:02Z	counterexample	V5 反例证明仅校验 canonical 三件套与 counts 会接受缺失同轮 module/input/retention、任意 official 成员、跨 run module log、未解析 guest 行和未重放 mutation 的假闭包；generation 10 作废。	.github/task-runs/2026-08-04-rv64-v14s-functional-runner-safe-entry/dispatch-log.md
2026-08-04T09:22:02Z	decision	producer 与 F0 consumer 共用 live RTL/official/AM 输入采集；F0 调用正式 source-run verifier 深验精确路径、状态、留存、guest 行与只读 mutation replay；status helper 修改同时选择 helper 与全核入口门禁。	npc/rv64/design/arch/full-core-functional-run-policy-v1.json
2026-08-04T09:53:39Z	counterexample	V6 GAP：同轮路径 symlink 别名、official/AM guest 段未重放、既存二级产物、benchmark 矛盾值和 C 映射遗漏均由定向反例复现并修复。	.github/task-runs/2026-08-04-rv64-v14s-functional-runner-safe-entry/subagent-contracts/full-core-runner-independent-review-v6.json
2026-08-04T09:53:39Z	decision	隔离 smoke fail-closed：AM/klib/cpu-test/CoreMark/Dhrystone source-tree build 产物必须在运行前后均不存在；已删除五个未跟踪旧构建目录。	npc/rv64/design/arch/full-core-functional-run-policy-v1.json
2026-08-04T10:10:31Z	counterexample	V7 GAP：producer safe_output_dir 与 artifact 在 symlink 检查前 resolve；现以 foreign-run parent alias、final-file alias 和 terminal/DiffTest exact-one 负向测试闭合。	.github/task-runs/2026-08-04-rv64-v14s-functional-runner-safe-entry/subagent-contracts/full-core-runner-independent-review-v7.json
2026-08-04T10:28:21Z	counterexample	V8 GAP：raw-log 未回绑、compact source alias、dangling run-dir 与 aggregate output alias；现由 exact raw path/hash/bytes 与四组定向负向测试闭合。	.github/task-runs/2026-08-04-rv64-v14s-functional-runner-safe-entry/subagent-contracts/full-core-runner-independent-review-v8.json
2026-08-04T10:30:12Z	counterexample	generation 14 候选在 benchmark wrapper-only 旧反例上 FAIL；测试现同步重绑 raw/path-hash，使 provenance 通过后由 guest benchmark oracle 定向拒绝错误 iterations。	.github/runtime-artifacts/agent-flow/rv64-v14s-functional-runner-safe-entry/gates/rv64-full-core-runner-contract.log
2026-08-04T10:45:56Z	counterexample	V9 GAP：universal-newline 伪 byte equality 与 canonical destination/temp alias；现由 byte delimiter/parser、CRLF 变异和 lexical exclusive/no-follow publication 测试闭合。	.github/task-runs/2026-08-04-rv64-v14s-functional-runner-safe-entry/subagent-contracts/full-core-runner-independent-review-v9.json
2026-08-04T10:56:38Z	evidence	V10 independent read-only review PASS for candidate generation 16: byte-exact retained raw provenance, lexical canonical publication path, and existing F0 semantic/isolation counterexamples are closed; scope excludes official-177 rerun, ARCH_STABLE, system transaction, synthesis/STA, and PPA.	.github/runtime-artifacts/agent-flow/rv64-v14s-functional-runner-safe-entry/summary.txt
