2026-08-04T02:04:15Z	decision	classification=diagnostic secondary_intent=performance-cpi; production RTL and completion terminal semantics remain unchanged; execution class=longrun	-
2026-08-04T02:04:15Z	hypothesis	H0 observer noninterference: owner-timing diagnostic preserves exact workload terminal markers, cycles, retired instructions, CPI/IPC and existing v4 counter stack versus frozen V14N stats-on baseline	-
2026-08-04T02:04:15Z	hypothesis	Competing H1-H4: long AW/W-to-B/write-response bins; bridge admission/occupancy/overlap; event-count versus duration weighting; or reservation/translation/SQ-query pre-request residency. No production mechanism is selected before both workloads close conservation.	-
2026-08-04T02:07:29Z	counterexample	Dhrystone retires the configured start PC 10000 times inside one legal region; production region_probe accepts all hits but V14P collector treated the second hit as invalid, so unmodified collector could never qualify Dhrystone.	-
2026-08-04T02:07:29Z	decision	Align diagnostic ROI with existing region_probe: first start and first subsequent end define one ROI; later boundary-PC matches are counted only. This does not merge or deduplicate B response/owner terminal events.	-
2026-08-04T02:20:52Z	evidence	Fast wheel PASS: 10 collector cases, 8 workload-consumer mutations, SV lint, explicit CONFIG_NPC_OOO_STATS=n rejection, and stable 148-file production manifest 2f1489a7...6edd.	npc/rv64/eval/ppa/instrumentation/check-owner-timing.sh
2026-08-04T02:47:02Z	counterexample	V1 DUT runs, baseline gates, manifest, simulator identity and cleanup all passed; receipt stayed FAIL because owner collector reported complete=0. invalid_events exactly equals admission_wait cancelled totals: CoreMark 1176; Dhrystone 39994 load + 9999 store = 49993. Preserve V1 immutable and discriminate request-owner change from all other invalid reasons before any RTL conclusion.	.github/task-runs/2026-08-04-rv64-v14q-owner-timing-workload-ab-v1/evidence/owner-timing-workload-ab/receipt-build.log
2026-08-04T02:56:24Z	decision	Use one CoreMark frozen-workload invalid-probe before any six-run replay. Probe adds reason-conserved collector fields, reuses the same baseline/config/manifest/device semantics, requires bit-exact region and v4 counters, deletes the diagnostic build, and cannot authorize a workload PASS or RTL candidate.	npc/rv64/eval/ppa/run-owner-timing-workload-ab.sh
2026-08-04T03:05:17Z	evidence	Frozen CoreMark probe: cycles=5392187 retired=3183617 and full v4 counter payload are bit-exact with baseline. All 1176 invalid events conserve into admission_identity_change only; admission_cancelled=all_stage_cancelled=1176; every other reason is zero. V2 raw FAIL is preserved; V3 checker replay PASS is byte-identical to the V2 result and performs no DUT rerun or RTL modification.	.github/task-runs/2026-08-04-rv64-v14q-owner-timing-invalid-probe-replay-v3/evidence/owner-timing-invalid-probe-replay/result.json
2026-08-04T03:26:34Z	decision	task class changed longrun -> environment: 用户将本轮范围扩展到 RV64 SoC 方法论、C gate pointer、task-run 留存和子节点 single-flight 规则标准化；保留既有 longrun 原始证据并在同一 generation 轨迹中收口	-
2026-08-04T03:30:48Z	decision	Adopt public-methodology invariants at candidate/signoff only: versioned contracts, contract-checker-test-evidence traceability, risk-layered verification, same-identity CPI/PPA Pareto, independent review. Keep review zero-gate, fast development scoped, 40 percent advisory, and delete reproducible build/synthesis intermediates.	.github/instructions/rv64-ppa-optimization-workflow.instructions.md
2026-08-04T03:30:48Z	counterexample	A read-only RTL reviewer retained WSL ownership after bounded inspection. The node was interrupted; Windows process census found no ysyx-workbench wsl.exe process before forced reclaim. Standard now binds ownership to one command batch and requires explicit or verified forced return.	.github/instructions/rtl-agent-task-contract.instructions.md
2026-08-04T03:40:03Z	counterexample	Pre-delivery review rejected adding traceability to the already-frozen ARCH_STABLE row because its workflow-binding reopen rule would over-invalidate unchanged RTL. Traceability/formal/coverage closure remains candidate-only; maturity row restored. New owner-timing path pointers now have explicit flow self-test coverage.	npc/rv64/design/arch/rv64-soc-delivery-gates.tsv
