2026-08-03T16:11:12Z	hypothesis	V14E A2 的完整冻结 console/NPC、终端事务、assertion 与 pre/post binding 若仍精确匹配当前 design/config/guest，可通过 current checker replay 复证，无需重复 50 亿周期 DUT 执行。	npc/rv64/eval/ppa/evidence/system-recertification-current.json
2026-08-03T16:11:12Z	counterexample	current checker/parser 源哈希已不同于 A2 执行时版本，因此不能直接沿用旧 oracle；必须在冻结输入上重放，并用 benign printk debug 与真实 BUG marker 正负例证明敏感性。	npc/rv64/eval/ppa/evidence/system-recertification-checker-replay-current.json
2026-08-03T16:11:12Z	decision	V14H global ProducerId receipt 继续固定 system=REQUIRED；另建独立 system receipt，聚合账本只在两者分别验证后标记 system=PASS_CURRENT_CONFIG，whole architecture=RED、PPA=UNPROMOTED 不变。	npc/rv64/design/arch/producer-holder-semantic-coverage.json
2026-08-03T16:11:12Z	rollback	顶层 npc/rv64 Make 解析会触碰 Kconfig；已撤回该入口，改用不含 Kconfig include 的 literal evidence makefile，并将 .config、auto.conf、autoconf.h 恢复到 A2 精确哈希。	npc/rv64/eval/ppa/system-recertification-evidence.mk
2026-08-03T16:11:12Z	decision	SoC 流程保持 fast/scheduled/candidate 三层，review/analysis 零门禁；新增 identity/semantics-bound evidence reuse、原始结果不可改写、scoped expiring waiver 合同，不设置 40% 时间硬门。	npc/rv64/design/arch/rv64-soc-delivery-gates.tsv
2026-08-03T16:11:12Z	note	V14E A1 原始 FAIL 永久保留；本轮 receipt 和聚合账本均不得改写其 runner-contract-tests 失败状态。	.github/task-runs/2026-08-02-rv64-v14e-p1-remaining-current-rebind-v1/rootfs-093c2380-systemd-strict-6b-v14e-a1.status
2026-08-03T16:12:54Z	note	agent-e2e profile inventory 已核对；本轮是普通 development 确定性交付点而非 release/full，按 lightweight contract 选择 compact agent-flow 与路径映射的单一 gate，不启动 agent-system 全图。	.github/instructions/agent-lightweight-workflow.instructions.md
2026-08-03T16:15:04Z	decision	task class changed development -> environment: 用户在 V14I 系统复证主线上追加 SoC 方法论、配置与 AI workflow 标准化；保留同一任务证据并按环境路径门禁收口。	-
2026-08-03T16:26:19Z	counterexample	独立 reviewer 构造 candidate promotion_authority 非空弱化与跨 tier reuse marker 交换，证明 v1 checker 的全局 marker 检查可假绿；已改为三行九字段 exact contract，并新增五类负例。	.github/task-runs/2026-08-03-rv64-v14i-system-recertification-replay-v1/independent-review-v1.md
2026-08-03T16:31:55Z	evidence	独立 reviewer 确认结构合法的五类字段变异均由 exact-row checker 拒绝，generation=6 两个 gate 未复用，原 GAP 关闭且 scope_extension_request=none。	.github/task-runs/2026-08-03-rv64-v14i-system-recertification-replay-v1/independent-review-v2.md
